Metrica,Train,Test
F-score,0.9350993377483444,0.9357326478149101

Matriz de Confusion Train (TN FP FN TP)
[   0  284   10 2118]
Matriz de Confusion Test (TN FP FN TP)
[  0 122   3 910]
