Epoca,Loss_Entropia_Cruzada
1,0.6931471805599453
2,0.66792071584054
3,0.6444498761388996
4,0.6416720805225401
5,0.6541437050560978
6,0.6649850293860075
7,0.6633435227797153
8,0.6503754126890485
9,0.6359572014531635
10,0.6301528776930269
11,0.6342252829162763
12,0.6397430586821424
13,0.6380251626927651
14,0.6290089372074353
15,0.6197443235685308
16,0.6159566570016864
17,0.6169634254941068
18,0.6180273892257325
19,0.6154921852915336
20,0.6095038440619784
21,0.6031321073431546
22,0.5993278274806758
23,0.5982918413582509
24,0.5976090489552524
25,0.5949319597449997
26,0.590251040583523
27,0.5854702333827813
28,0.5822009221172291
29,0.5803348108277788
30,0.5785483620055492
31,0.5757474855221367
32,0.5719602759717888
33,0.5680930113869135
34,0.5649834036107175
35,0.5626576268262562
36,0.5604317358452251
37,0.5576661781133188
38,0.5543594783777468
39,0.5510292386258325
40,0.5481270644355043
41,0.5456396049598125
42,0.5432012822915329
43,0.5404942607961216
44,0.5375183736912014
45,0.5345293861302368
46,0.5317650716268615
47,0.5292348086308463
48,0.5267505974994582
49,0.5241339275375094
50,0.5213779050693684
51,0.5186207821512339
52,0.5159911569955221
53,0.5134936609970759
54,0.5110302619352491
55,0.5085083339884343
56,0.5059214489779968
57,0.5033381988603001
58,0.5008270814066653
59,0.49839532402884745
60,0.4959935222911401
61,0.4935704431872951
62,0.4911194348653024
63,0.48867575608920005
64,0.48627663804137694
65,0.48392756233007067
66,0.4816036598931462
67,0.4792776648253212
68,0.4769443204913742
69,0.4746206167519454
70,0.47232644408908536
71,0.4700663718070562
72,0.46782838191409837
73,0.4655975402452189
74,0.4633696776146714
75,0.461152898341211
76,0.4589579240772889
77,0.45678803581449984
78,0.4546375653709829
79,0.45249852500712284
80,0.45036793839932776
81,0.4482493567673814
82,0.4461483965699822
83,0.4440673406668583
84,0.44200368036030235
85,0.43995311710592694
86,0.43791355139471827
87,0.4358863844127354
88,0.4338745187734451
89,0.4318794490243731
90,0.4299001489035201
91,0.4279343583607055
92,0.425980679297018
93,0.42403951577185833
94,0.42211228051883565
95,0.42019988962845306
96,0.41830197600334296
97,0.41641735722343365
98,0.4145451131568644
99,0.4126852303179759
100,0.4108383454419278
101,0.40900498493658255
102,0.4071850493128002
103,0.4053779328477477
104,0.4035830500336921
105,0.4018002412895629
106,0.4000297384085659
107,0.3982718059775842
108,0.39652642548893907
109,0.3947932805354809
110,0.3930719967653614
111,0.3913623845930277
112,0.38966447990853603
113,0.3879783883911871
114,0.38630410283140215
115,0.3846414516742244
116,0.38299019558663694
117,0.38135016197016847
118,0.3797212978125916
119,0.3781036131046094
120,0.37649708347197797
121,0.3749016008844404
122,0.3733170038775002
123,0.37174314669271674
124,0.3701799425905259
125,0.3686273507257069
126,0.36708532855144643
127,0.3655537956790235
128,0.3640326365225197
129,0.3625217317964452
130,0.36102098732569576
131,0.35953033715063604
132,0.3580497234911858
133,0.3565790744837981
134,0.35511829826268665
135,0.3536672949925717
136,0.3522259735781724
137,0.3507942586192858
138,0.3493720839273505
139,0.3479593804874541
140,0.3465560696399291
141,0.3451620658976414
142,0.34377728519584494
143,0.342401650864689
144,0.34103509298846935
145,0.3396775429753629
146,0.3383289286250847
147,0.33698917353440905
148,0.3356582004657265
149,0.3343359352295862
150,0.33302230790807213
151,0.33171725097768834
152,0.3304206964221308
153,0.3291325742995003
154,0.32785281358832286
155,0.32658134418148366
156,0.32531809822581864
157,0.324063009882358
158,0.3228160140062948
159,0.3215770449924462
160,0.32034603665572536
161,0.31912292303726897
162,0.31790763932858584
163,0.31670012217396093
164,0.31550030923810707
165,0.314308138514082
166,0.3131235479499851
167,0.31194647561076877
168,0.31077686013699485
169,0.3096146410832706
170,0.3084597588964537
171,0.3073121546189544
172,0.30617176959664216
173,0.3050385454122327
174,0.30391242404943924
175,0.3027933481164485
176,0.30168126094582565
177,0.3005761065171196
178,0.29947782929220196
179,0.29838637410040986
180,0.29730168614519137
181,0.2962237110982613
182,0.29515239518878744
183,0.2940876852179895
184,0.29302952849994146
185,0.29197787278489895
186,0.29093266622362035
187,0.28989385738911183
188,0.28886139532621596
189,0.28783522958449614
190,0.2868153102107854
191,0.2858015877119119
192,0.2847940130176746
193,0.28379253746772676
194,0.2827971128236744
195,0.2818076912890407
196,0.2808242255176859
197,0.2798466686038731
198,0.2788749740621947
199,0.2779090958115228
200,0.2769489881715067
201,0.2759946058693515
202,0.2750459040475633
203,0.27410283826439624
204,0.2731653644855243
205,0.27223343907194764
206,0.2713070187707546
207,0.27038606071194277
208,0.26947052240953795
209,0.2685603617626004
210,0.26765553705278167
211,0.2667560069383393
212,0.2658617304471702
213,0.2649726669716844
214,0.26408877626652016
215,0.26321001844789715
216,0.2623363539924704
217,0.26146774373428905
218,0.2606041488600368
219,0.2597455309038657
220,0.25889185174313983
221,0.2580430735955042
222,0.2571991590167116
223,0.25636007089826635
224,0.25552577246431457
225,0.25469622726790603
226,0.25387139918721446
227,0.2530512524222543
228,0.252235751492208
229,0.2514248612330445
230,0.2506185467949771
231,0.24981677363950297
232,0.2490195075361022
233,0.24822671455888734
234,0.24743836108347492
235,0.24665441378415598
236,0.24587483963124288
237,0.245099605888403
238,0.24432868010986505
239,0.24356203013752667
240,0.24279962409808153
241,0.2420414304002727
242,0.2412874177322915
243,0.24053755505925653
244,0.23979181162067287
245,0.23905015692781806
246,0.23831256076106352
247,0.2375789931671937
248,0.23684942445678075
249,0.23612382520164232
250,0.23540216623236015
251,0.23468441863582476
252,0.2339705537527791
253,0.23326054317536182
254,0.2325543587446707
255,0.23185197254836876
256,0.23115335691833822
257,0.23045848442837108
258,0.22976732789187457
259,0.2290798603595774
260,0.22839605511723482
261,0.22771588568334378
262,0.22703932580688163
263,0.22636634946507747
264,0.22569693086121523
265,0.2250310444224627
266,0.22436866479771983
267,0.2237097668554845
268,0.22305432568173825
269,0.22240231657785614
270,0.22175371505854222
271,0.22110849684978903
272,0.22046663788685666
273,0.21982811431226695
274,0.21919290247381193
275,0.21856097892257612
276,0.2179323204109772
277,0.21730690389082738
278,0.21668470651141494
279,0.21606570561760832
280,0.21544987874797894
281,0.21483720363294295
282,0.21422765819292175
283,0.2136212205365216
284,0.21301786895873198
285,0.2124175819391437
286,0.21182033814018433
287,0.21122611640537078
288,0.21063489575757777
289,0.21004665539732156
290,0.20946137470106038
291,0.20887903321951087
292,0.2082996106759818
293,0.20772308696472494
294,0.2071494421493032
295,0.2065786564609753
296,0.2060107102970972
297,0.20544558421953965
298,0.20488325895312218
299,0.20432371538406327
300,0.20376693455844594
301,0.2032128976806991
302,0.20266158611209364
303,0.20211298136925315
304,0.20156706512267944
305,0.20102381919529233
306,0.20048322556098383
307,0.19994526634318777
308,0.19940992381346298
309,0.19887718039009145
310,0.19834701863669107
311,0.19781942126084226
312,0.1972943711127285
313,0.19677185118379092
314,0.19625184460539713
315,0.19573433464752243
316,0.1952193047174454
317,0.1947067383584557
318,0.19419661924857576
319,0.19368893119929428
320,0.19318365815431293
321,0.19268078418830584
322,0.19218029350569107
323,0.19168217043941513
324,0.19118639944974966
325,0.19069296512310008
326,0.19020185217082686
327,0.18971304542807862
328,0.1892265298526369
329,0.18874229052377295
330,0.18826031264111595
331,0.18778058152353277
332,0.18730308260801906
333,0.18682780144860112
334,0.1863547237152496
335,0.18588383519280346
336,0.185415121779905
337,0.18494856948794583
338,0.18448416444002314
339,0.18402189286990714
340,0.1835617411210182
341,0.18310369564541487
342,0.18264774300279218
343,0.1821938698594898
344,0.18174206298751033
345,0.18129230926354784
346,0.18084459566802558
347,0.18039890928414395
348,0.1799552372969378
349,0.17951356699234344
350,0.1790738857562746
351,0.17863618107370807
352,0.17820044052777864
353,0.1777666517988826
354,0.17733480266379084
355,0.17690488099477078
356,0.17647687475871654
357,0.17605077201628896
358,0.17562656092106332
359,0.1752042297186859
360,0.1747837667460394
361,0.17436516043041617
362,0.17394839928869998
363,0.1735334719265563
364,0.17312036703763
365,0.17270907340275177
366,0.17229957988915198
367,0.17189187544968268
368,0.17148594912204743
369,0.17108179002803833
370,0.17067938737278152
371,0.17027873044398925
372,0.1698798086112204
373,0.16948261132514733
374,0.16908712811683116
375,0.1686933485970033
376,0.16830126245535473
377,0.16791085945983206
378,0.16752212945594086
379,0.16713506236605555
380,0.16674964818873636
381,0.16636587699805327
382,0.16598373894291618
383,0.1656032242464119
384,0.16522432320514818
385,0.1648470261886035
386,0.1644713236384834
387,0.164097206068084
388,0.1637246640616608
389,0.16335368827380398
390,0.1629842694288204
391,0.16261639832012106
392,0.16225006580961482
393,0.1618852628271081
394,0.1615219803697106
395,0.16116020950124654
396,0.16079994135167205
397,0.16044116711649808
398,0.16008387805621896
399,0.1597280654957465
400,0.15937372082385
401,0.15902083549260135
402,0.15866940101682547
403,0.1583194089735566
404,0.1579708510014996
405,0.15762371880049647
406,0.1572780041309979
407,0.15693369881354077
408,0.1565907947282297
409,0.15624928381422418
410,0.1559091580692307
411,0.1555704095489999
412,0.15523303036682792
413,0.1548970126930636
414,0.15456234875461974
415,0.1542290308344893
416,0.15389705127126607
417,0.15356640245867054
418,0.15323707684507978
419,0.15290906693306197
420,0.15258236527891567
421,0.15225696449221315
422,0.15193285723534852
423,0.15161003622308988
424,0.1512884942221359
425,0.15096822405067675
426,0.15064921857795896
427,0.15033147072385472
428,0.15001497345843526
429,0.1496997198015481
430,0.14938570282239863
431,0.14907291563913552
432,0.14876135141844007
433,0.14845100337511946
434,0.1481418647717042
435,0.1478339289180487
436,0.14752718917093646
437,0.1472216389336884
438,0.14691727165577514
439,0.14661408083243305
440,0.14631206000428382
441,0.14601120275695736
442,0.14571150272071892
443,0.14541295357009906
444,0.14511554902352758
445,0.14481928284297052
446,0.14452414883357106
447,0.14423014084329314
448,0.14393725276256908
449,0.1436454785239503
450,0.14335481210176082
451,0.14306524751175498
452,0.14277677881077733
453,0.14248940009642655
454,0.14220310550672183
455,0.14191788921977305
456,0.14163374545345334
457,0.14135066846507524
458,0.1410686525510695
459,0.14078769204666713
460,0.14050778132558422
461,0.14022891479970984
462,0.13995108691879662
463,0.13967429217015462
464,0.13939852507834732
465,0.13912378020489136
466,0.1388500521479579
467,0.138577335542078
468,0.13830562505784974
469,0.13803491540164853
470,0.13776520131533973
471,0.1374964775759945
472,0.13722873899560747
473,0.1369619804208177
474,0.13669619673263184
475,0.13643138284614986
476,0.13616753371029333
477,0.1359046443075362
478,0.13564270965363803
479,0.1353817247973795
480,0.13512168482030085
481,0.1348625848364417
482,0.13460441999208445
483,0.134347185465499
484,0.13409087646669055
485,0.133835488237149
486,0.1335810160496011
487,0.1333274552077648
488,0.1330748010461055
489,0.13282304892959493
490,0.13257219425347186
491,0.13232223244300503
492,0.1320731589532585
493,0.13182496926885878
494,0.13157765890376402
495,0.1313312234010356
496,0.13108565833261152
497,0.13084095929908202
498,0.1305971219294666
499,0.13035414188099417
500,0.1301120148388839
