Parametro,Valor
w_escala_1,9.199893111825634
w_escala_2,-3.4428467851451683
w_escala_3,-1.3766284547390808
w_escala_4,-1.855039939972983
w_escala_5,-1.827564781860144
bias,-0.839998490115306
