Parametro,Valor
w_escala_1,6.82284852640357
w_escala_2,0.35832317094094174
w_escala_3,-1.4102810969304433
w_escala_4,-2.767726803365577
w_escala_5,-1.3987892280042478
bias,-0.8646445394902261
