Parametro,Valor
w_escala_1,6.794320213547782
w_escala_2,0.35767015406814523
w_escala_3,-1.4032975390621687
w_escala_4,-2.7548924768335046
w_escala_5,-1.3918435003820109
bias,-0.8651655863339186
