Epoca,Loss_Entropia_Cruzada
1,0.6931471805599453
2,0.6766471703207375
3,0.6562586322744925
4,0.644547402223645
5,0.645313867672778
6,0.6534807369754323
7,0.6609936254217204
8,0.662274107071609
9,0.6563663160635402
10,0.6463554414012154
11,0.6371636704785238
12,0.6326342925274213
13,0.633259777687278
14,0.6361255732579938
15,0.6372616740105186
16,0.6345216211601559
17,0.6287465818724887
18,0.6226272203452432
19,0.6185167966507662
20,0.6169679539196262
21,0.6168197449862117
22,0.6163339244608897
23,0.6143589095914116
24,0.6108593462074045
25,0.6067139047930719
26,0.6030458616923331
27,0.6005113375019181
28,0.598959205476891
29,0.5976452553248667
30,0.5958077004611239
31,0.5931690295293316
32,0.5900299885173009
33,0.5869616440203065
34,0.5843820726806005
35,0.5823235208972353
36,0.5804963499331351
37,0.5785368530867174
38,0.5762432034510835
39,0.573663930922395
40,0.571020630458771
41,0.568542022159062
42,0.5663221446871983
43,0.5642848189618838
44,0.5622608595626196
45,0.5601117529161745
46,0.5578122371709472
47,0.5554450248985114
48,0.5531273369537844
49,0.5509301376054848
50,0.5488431434888674
51,0.546797767821317
52,0.544721139502719
53,0.5425815282412174
54,0.5403996309686793
55,0.5382258681541382
56,0.5361038609794556
57,0.5340447462771949
58,0.5320261688637392
59,0.5300122934364443
60,0.5279786270601284
61,0.5259251467864562
62,0.5238715950381029
63,0.5218413089490271
64,0.5198459930510111
65,0.5178807470107479
66,0.5159303320765231
67,0.5139805205180124
68,0.5120265661282553
69,0.5100742292990261
70,0.5081342001282022
71,0.5062145749715963
72,0.5043163363872568
73,0.5024340443319059
74,0.500560350182972
75,0.4986908392628646
76,0.49682614592744545
77,0.49497055101431403
78,0.49312860692717053
79,0.49130225603029665
80,0.489490114127805
81,0.4876889261641167
82,0.4858958742766267
83,0.4841101673161689
84,0.4823330903827454
85,0.4805667851040066
86,0.4788127444693034
87,0.4770709891274199
88,0.47534029524820176
89,0.4736191355660083
90,0.4719066253372638
91,0.4702028966386835
92,0.4685087834547168
93,0.4668251426312453
94,0.4651522936954084
95,0.463489893236487
96,0.4618372340770248
97,0.46019370517396657
98,0.4585591039255209
99,0.456933642171844
100,0.455317702053383
101,0.4537115367995707
102,0.45211510662529153
103,0.45052812215992133
104,0.44895022941117935
105,0.44738119808405835
106,0.4458209997583064
107,0.4442697504803323
108,0.4427275785054905
109,0.44119451081065464
110,0.43967044237219227
111,0.4381551902309622
112,0.43664858350022306
113,0.4351505287603973
114,0.43366101683331537
115,0.43218007837040556
116,0.4307077245565497
117,0.42924391095495396
118,0.4277885414191493
119,0.4263415020104455
120,0.42490269908109024
121,0.4234720782520179
122,0.422049616823556
123,0.42063529927091226
124,0.4192290935357608
125,0.4178309418702348
126,0.4164407687326449
127,0.41505849774212294
128,0.4136840659723213
129,0.4123174277350459
130,0.41095854769733314
131,0.40960738943957714
132,0.40826390702802423
133,0.4069280439370173
134,0.4055997385284815
135,0.4042789316351418
136,0.4029655714403794
137,0.4016596133552797
138,0.4003610159416136
139,0.3990697360099615
140,0.39778572588098954
141,0.3965089339580963
142,0.39523930762233833
143,0.3939767963181948
144,0.3927213530112432
145,0.3914729334963316
146,0.39023149437520976
147,0.3889969911273796
148,0.3877693773660326
149,0.38654860547816916
150,0.3853346280166013
151,0.3841273989049881
152,0.3829268738067344
153,0.38173300961120704
154,0.38054576350087244
155,0.3793650922087024
156,0.3781909518462307
157,0.37702329828365627
158,0.37586208775453583
159,0.3747072772958475
160,0.373558824805077
161,0.372416688756418
162,0.3712808278031575
163,0.37015120051341976
164,0.3690277653630621
165,0.3679104809405896
